customer_id,customer_name,age,gender,country,email,join_date,total_purchase_usd,rating,segment
1222,Customer_1222,20,Other,Uk,customer_1222@mail.com,2024-12-08,2812.29,1,Premium
1084,Customer_1084,26,Male,Germany,customer_1084@mail.com,2023-09-15,3228.09,5,Basic
1156,Customer_1156,22,Male,India,customer_1156@mail.com,2020-11-22,704.5,1,Basic
1113,Customer_1113,24,Male,India,customer_1113@mail.com,2021-02-15,376.8,4,Premium
1118,Customer_1118,46,Other,Uk,customer_1118@mail.com,2024-01-08,3809.12,5,Basic
1297,Customer_1297,32,Other,Canada,customer_1297@mail.com,2021-08-15,4031.72,5,Standard
1291,Customer_1291,18,Male,Uk,customer_1291@mail.com,2020-05-17,398.91,2,Basic
1200,Customer_1200,33,Other,Uk,customer_1200@mail.com,2022-12-27,3999.52,3,Standard
1155,Customer_1155,54,Male,Usa,customer_1155@mail.com,2023-03-29,3977.28,1,Basic
1116,Customer_1116,35,Other,Canada,customer_1116@mail.com,2023-02-03,1809.89,5,Premium
1003,Customer_1003,65,Unknown,Uk,customer_1003@mail.com,2021-09-27,3678.71,2,Premium
1224,Customer_1224,69,Female,India,customer_1224@mail.com,2023-08-15,3553.61,1,Premium
1121,Customer_1121,52,Female,Uk,customer_1121@mail.com,2023-08-08,525.43,1,Premium
1240,Customer_1240,45,Female,Germany,customer_1240@mail.com,2024-10-19,4327.8,2,Premium
1278,Customer_1278,22,Other,Uk,customer_1278@mail.com,2024-12-30,2484.05,5,Standard
1128,Customer_1128,34,Male,Canada,customer_1128@mail.com,2021-04-06,3429.73,5,Standard
1075,Customer_1075,28,Other,Unknown,customer_1075@mail.com,2021-11-10,404.31,1,Standard
1030,Customer_1030,41,Female,India,customer_1030@mail.com,2020-07-29,4573.06,1,Standard
1266,Customer_1266,53,Male,Canada,customer_1266@mail.com,2022-09-28,4345.85,3,Standard
1108,Customer_1108,47,Other,Usa,customer_1108@mail.com,2024-07-17,2258.25,5,Basic
1174,Customer_1174,75,Male,India,customer_1174@mail.com,2022-11-08,3441.45,3,Standard
1180,Customer_1180,45,Other,Canada,customer_1180@mail.com,2023-06-16,4158.28,1,Standard
1134,Customer_1134,36,Other,Uk,customer_1134@mail.com,2023-04-04,2484.05,1,Standard
1254,Customer_1254,47,Male,Uk,customer_1254@mail.com,2022-09-06,2484.05,2,Standard
1066,Customer_1066,25,Unknown,Canada,customer_1066@mail.com,2023-11-03,2062.58,1,Premium
1226,Customer_1226,65,Male,Uk,customer_1226@mail.com,2024-02-21,3981.45,3,Premium
1086,Customer_1086,51,Unknown,India,customer_1086@mail.com,2022-06-28,4475.01,3,Basic
1243,Customer_1243,61,Female,Usa,customer_1243@mail.com,2020-10-14,4306.63,3,Basic
1160,Customer_1160,36,Other,Canada,customer_1160@mail.com,2021-05-08,2915.4,1,Basic
1013,Customer_1013,62,Other,Uk,customer_1013@mail.com,2020-10-08,2484.05,1,Premium
1036,Customer_1036,28,Unknown,Uk,customer_1036@mail.com,2022-10-25,2335.36,2,Standard
1029,Customer_1029,47,Female,India,customer_1029@mail.com,2024-11-25,3736.93,5,Standard
1171,Customer_1171,39,Male,India,customer_1171@mail.com,2020-07-17,3983.19,1,Premium
1143,Customer_1143,43,Male,India,customer_1143@mail.com,2024-07-11,896.41,1,Premium
1267,Customer_1267,66,Other,India,customer_1267@mail.com,2022-07-01,474.78,1,Standard
1132,Customer_1132,53,Female,Uk,customer_1132@mail.com,2021-09-12,3915.51,1,Premium
1210,Customer_1210,22,Other,Uk,customer_1210@mail.com,2024-07-05,1572.8,1,Standard
1052,Customer_1052,75,Male,Canada,customer_1052@mail.com,2020-01-04,2737.27,1,Basic
1096,Customer_1096,55,Other,Germany,customer_1096@mail.com,2023-10-22,1503.39,1,Premium
1239,Customer_1239,37,Female,Uk,customer_1239@mail.com,2023-03-08,4312.38,3,Standard
1179,Customer_1179,46,Female,India,customer_1179@mail.com,2021-10-14,4603.53,1,Standard
1251,Customer_1251,27,Other,Canada,customer_1251@mail.com,2024-12-23,4501.77,1,Premium
1042,Customer_1042,20,Male,Unknown,customer_1042@mail.com,2020-10-11,2484.05,5,Standard
1090,Customer_1090,37,Male,Uk,customer_1090@mail.com,2023-07-29,3425.3,1,Premium
1247,Customer_1247,47,Female,Germany,customer_1247@mail.com,2023-03-19,2666.08,5,Standard
1137,Customer_1137,38,Female,Canada,customer_1137@mail.com,2020-02-28,4209.65,1,Standard
1027,Customer_1027,72,Female,Germany,customer_1027@mail.com,2024-06-28,4545.88,1,Basic
1088,Customer_1088,52,Other,Uk,customer_1088@mail.com,2022-06-09,3464.52,1,Premium
1228,Customer_1228,60,Female,India,customer_1228@mail.com,2020-12-26,1450.46,2,Premium
1001,Customer_1001,19,Other,Uk,customer_1001@mail.com,2020-11-03,2073.67,1,Premium
1288,Customer_1288,67,Male,Usa,customer_1288@mail.com,2020-10-08,3632.68,5,Premium
1275,Customer_1275,35,Other,Canada,customer_1275@mail.com,2020-10-08,4471.83,1,Standard
1292,Customer_1292,37,Male,Germany,customer_1292@mail.com,2022-07-03,2602.03,2,Basic
1101,Customer_1101,35,Female,Unknown,customer_1101@mail.com,2021-01-16,401.35,1,Standard
1193,Customer_1193,33,Male,India,customer_1193@mail.com,2022-06-22,3152.5,1,Standard
1276,Customer_1276,51,Other,Canada,customer_1276@mail.com,2022-04-17,239.26,3,Premium
1104,Customer_1104,54,Female,Germany,customer_1104@mail.com,2023-06-07,2484.05,5,Premium
1172,Customer_1172,58,Female,Germany,customer_1172@mail.com,2021-11-25,502.05,1,Basic
1099,Customer_1099,75,Other,Germany,customer_1099@mail.com,2022-03-26,1925.39,2,Standard
1037,Customer_1037,35,Other,India,customer_1037@mail.com,2020-06-16,3614.84,2,Standard
1250,Customer_1250,32,Other,Usa,customer_1250@mail.com,2022-04-10,4762.46,5,Standard
1062,Customer_1062,18,Male,Germany,customer_1062@mail.com,2023-07-10,311.65,3,Basic
1151,Customer_1151,60,Other,Germany,customer_1151@mail.com,2020-09-07,144.31,5,Basic
1048,Customer_1048,59,Male,India,customer_1048@mail.com,2023-08-01,3819.17,1,Premium
1230,Customer_1230,72,Male,Uk,customer_1230@mail.com,2024-03-13,2481.61,1,Basic
1280,Customer_1280,38,Male,India,customer_1280@mail.com,2023-09-17,4959.27,4,Premium
1012,Customer_1012,66,Other,Usa,customer_1012@mail.com,2024-09-25,2320.5,3,Premium
1201,Customer_1201,68,Unknown,Germany,customer_1201@mail.com,2023-10-16,1835.31,1,Standard
1287,Customer_1287,44,Male,India,customer_1287@mail.com,2021-12-09,2484.05,1,Premium
1028,Customer_1028,24,Female,Germany,customer_1028@mail.com,2021-05-27,958.22,1,Premium
1249,Customer_1249,33,Male,Usa,customer_1249@mail.com,2020-08-30,1470.25,1,Standard
1005,Customer_1005,45,Female,India,customer_1005@mail.com,2022-02-10,243.95,5,Standard
1123,Customer_1123,72,Unknown,Usa,customer_1123@mail.com,2024-12-03,3924.35,1,Basic
1033,Customer_1033,61,Male,Uk,customer_1033@mail.com,2020-10-28,1422.47,4,Premium
1163,Customer_1163,69,Female,Canada,customer_1163@mail.com,2020-01-17,2484.05,2,Standard
1238,Customer_1238,53,Female,India,customer_1238@mail.com,2020-01-29,170.83,2,Standard
1284,Customer_1284,44,Female,Germany,customer_1284@mail.com,2024-03-28,475.77,1,Premium
1139,Customer_1139,51,Female,Canada,customer_1139@mail.com,2021-03-07,2158.77,3,Basic
1063,Customer_1063,25,Other,India,customer_1063@mail.com,2024-02-14,4670.18,1,Standard
1216,Customer_1216,34,Male,Canada,customer_1216@mail.com,2023-04-16,4654.17,1,Premium
1136,Customer_1136,52,Female,India,customer_1136@mail.com,2023-02-28,43.77,1,Standard
1299,Customer_1299,19,Female,Canada,customer_1299@mail.com,2023-05-09,1919.78,1,Basic
1129,Customer_1129,68,Female,Germany,customer_1129@mail.com,2022-11-28,1351.91,3,Standard
1009,Customer_1009,52,Male,Germany,customer_1009@mail.com,2021-03-14,927.56,1,Standard
1071,Customer_1071,24,Other,Germany,customer_1071@mail.com,2021-09-27,904.54,2,Standard
1283,Customer_1283,63,Male,India,customer_1283@mail.com,2024-01-30,4373.37,4,Standard
1065,Customer_1065,67,Unknown,Uk,customer_1065@mail.com,2023-08-09,2484.05,1,Premium
1045,Customer_1045,54,Male,Usa,customer_1045@mail.com,2024-01-29,1157.79,1,Standard
1015,Customer_1015,66,Male,India,customer_1015@mail.com,2022-02-10,1948.21,1,Premium
1157,Customer_1157,50,Unknown,Germany,customer_1157@mail.com,2022-08-14,1270.88,1,Basic
1041,Customer_1041,21,Other,Germany,customer_1041@mail.com,2024-08-26,3708.85,2,Basic
1124,Customer_1124,44,Other,Germany,customer_1124@mail.com,2021-01-07,71.58,5,Premium
1295,Customer_1295,65,Female,Uk,customer_1295@mail.com,2023-01-10,3473.21,1,Basic
1262,Customer_1262,62,Female,India,customer_1262@mail.com,2023-01-26,3846.73,3,Premium
1217,Customer_1217,47,Female,Germany,customer_1217@mail.com,2023-10-03,842.66,5,Standard
1154,Customer_1154,18,Male,Germany,customer_1154@mail.com,2024-11-07,355.1,3,Standard
1024,Customer_1024,54,Female,Canada,customer_1024@mail.com,2023-03-14,2942.04,1,Premium
1279,Customer_1279,33,Unknown,Germany,customer_1279@mail.com,2022-02-12,798.34,2,Basic
1237,Customer_1237,54,Female,India,customer_1237@mail.com,2022-07-28,1245.18,4,Standard
1208,Customer_1208,60,Unknown,Germany,customer_1208@mail.com,2023-03-20,4005.06,3,Premium
1213,Customer_1213,71,Male,Germany,customer_1213@mail.com,2021-03-14,2986.16,1,Premium
1293,Customer_1293,72,Male,India,customer_1293@mail.com,2024-11-21,50.23,1,Premium
1252,Customer_1252,47,Other,Unknown,customer_1252@mail.com,2023-08-01,686.59,1,Basic
1054,Customer_1054,26,Other,India,customer_1054@mail.com,2023-09-30,4786.61,3,Standard
1202,Customer_1202,42,Male,Uk,customer_1202@mail.com,2021-01-28,578.64,4,Basic
1162,Customer_1162,37,Unknown,Canada,customer_1162@mail.com,2023-05-08,2097.32,1,Basic
1044,Customer_1044,31,Male,Uk,customer_1044@mail.com,2021-03-17,1483.01,5,Premium
1218,Customer_1218,68,Male,India,customer_1218@mail.com,2021-04-21,943.62,1,Standard
1191,Customer_1191,44,Female,Usa,customer_1191@mail.com,2020-10-08,1661.64,1,Standard
1260,Customer_1260,67,Male,India,customer_1260@mail.com,2023-12-12,3142.79,4,Standard
1106,Customer_1106,69,Female,Uk,customer_1106@mail.com,2024-10-12,4844.91,1,Premium
1002,Customer_1002,33,Female,Uk,customer_1002@mail.com,2023-09-21,2788.02,1,Standard
1050,Customer_1050,47,Male,Canada,customer_1050@mail.com,2020-02-03,2309.54,1,Premium
1081,Customer_1081,23,Other,Uk,customer_1081@mail.com,2020-06-18,1892.08,4,Premium
1206,Customer_1206,70,Female,Usa,customer_1206@mail.com,2021-12-15,1766.4,3,Basic
1035,Customer_1035,52,Male,India,customer_1035@mail.com,2020-02-24,1804.63,1,Standard
1264,Customer_1264,72,Other,Uk,customer_1264@mail.com,2024-10-15,4387.81,1,Standard
1092,Customer_1092,46,Male,Germany,customer_1092@mail.com,2020-10-19,904.98,1,Premium
1053,Customer_1053,41,Female,Canada,customer_1053@mail.com,2023-03-14,4447.93,1,Basic
1265,Customer_1265,47,Other,Canada,customer_1265@mail.com,2023-10-25,2445.34,3,Standard
1242,Customer_1242,47,Male,Canada,customer_1242@mail.com,2023-10-02,3690.69,1,Basic
1014,Customer_1014,35,Male,Usa,customer_1014@mail.com,2021-11-20,2088.37,2,Standard
1089,Customer_1089,62,Other,Usa,customer_1089@mail.com,2024-06-08,1362.76,2,Basic
1274,Customer_1274,33,Female,Uk,customer_1274@mail.com,2020-05-10,4263.59,5,Standard
1167,Customer_1167,47,Female,India,customer_1167@mail.com,2021-02-02,3326.82,4,Standard
1135,Customer_1135,21,Other,Germany,customer_1135@mail.com,2023-07-02,2294.73,1,Standard
1244,Customer_1244,48,Female,India,customer_1244@mail.com,2021-05-23,2146.55,3,Standard
1055,Customer_1055,23,Male,Usa,customer_1055@mail.com,2022-01-08,4196.95,2,Basic
1175,Customer_1175,21,Female,Germany,customer_1175@mail.com,2020-04-02,1876.86,2,Standard
1190,Customer_1190,47,Female,Usa,customer_1190@mail.com,2023-06-23,2584.81,5,Standard
1188,Customer_1188,47,Unknown,Unknown,customer_1188@mail.com,2024-01-17,555.72,4,Premium
1170,Customer_1170,56,Female,Uk,customer_1170@mail.com,2023-06-30,4834.39,5,Standard
1059,Customer_1059,42,Unknown,Uk,customer_1059@mail.com,2022-03-03,3157.2,2,Standard
1049,Customer_1049,34,Other,Germany,customer_1049@mail.com,2020-08-15,3620.55,1,Premium
1236,Customer_1236,75,Female,Usa,customer_1236@mail.com,2020-08-18,3682.58,1,Premium
1253,Customer_1253,67,Male,Unknown,customer_1253@mail.com,2021-03-28,2063.87,2,Standard
1022,Customer_1022,71,Female,Germany,customer_1022@mail.com,2024-05-25,2484.05,1,Premium
1161,Customer_1161,71,Male,India,customer_1161@mail.com,2020-04-09,4618.24,1,Standard
1277,Customer_1277,33,Male,India,customer_1277@mail.com,2024-04-17,4185.14,1,Premium
1192,Customer_1192,65,Female,Usa,customer_1192@mail.com,2023-12-05,2315.65,3,Standard
1294,Customer_1294,71,Female,India,customer_1294@mail.com,2020-03-31,611.76,4,Basic
1258,Customer_1258,75,Male,Uk,customer_1258@mail.com,2023-10-25,4219.34,4,Standard
1150,Customer_1150,34,Female,Unknown,customer_1150@mail.com,2020-08-05,907.84,4,Standard
1131,Customer_1131,64,Male,Usa,customer_1131@mail.com,2023-02-02,1387.05,5,Premium
1152,Customer_1152,47,Male,India,customer_1152@mail.com,2020-10-15,4715.44,5,Premium
1100,Customer_1100,39,Other,Uk,customer_1100@mail.com,2020-10-08,3954.59,1,Premium
1215,Customer_1215,47,Female,Usa,customer_1215@mail.com,2020-10-08,2691.52,2,Basic
1122,Customer_1122,23,Female,Germany,customer_1122@mail.com,2023-10-24,2775.56,3,Basic
1021,Customer_1021,42,Male,India,customer_1021@mail.com,2021-05-04,3028.8,4,Basic
1189,Customer_1189,60,Female,Germany,customer_1189@mail.com,2020-12-15,4650.31,3,Premium
1072,Customer_1072,37,Male,Germany,customer_1072@mail.com,2024-07-27,2626.68,4,Premium
1107,Customer_1107,24,Female,Germany,customer_1107@mail.com,2023-12-31,3174.27,1,Standard
1271,Customer_1271,46,Female,India,customer_1271@mail.com,2022-03-21,4125.99,3,Standard
